Name,                               English,                                     Translation,                                   Restrictions, Comment
ggs_languages_xml,Languages XML,Languages XML,,Languages XML
ggs_title_id,Title Id,Title Id,,Title Id
ggs_service_configuration_id,Service Configuration Id,Service Configuration Id,,Service Configuration Id
ggs_require_xbox_live,Require Xbox Live,Require Xbox Live,,Require Xbox Live
ggs_require_game_chat,Require Game Chat,Require Game Chat,,Require Game Chat
ggs_require_audio_recording,Require Audio Recording,Require Audio Recording,,Require Audio Recording
ggs_service_config_manifest,Service Manifest,Service Manifest,,Service Config Manifest
ggs_network_config_manifest,Network Manifest,Network Manifest,,Network Config Manifest
ggs_small_logo,Small Logo,Small Logo,,Small Logo
ggs_store_logo,Store Logo,Store Logo,,Store Logo
ggs_large_logo,Large Logo,Large Logo,,Large Logo
ggs_wide_logo,Wide Logo,Wide Logo,,Wide Logo
ggs_small_cycle_image,Small Cycle Image,Small Cycle Image,,Small Cycle Image
ggs_wide1_cycle_image,Wide Cycle Image 1, Wide Cycle Image 1,,Wide Cycle Image 1
ggs_wide2_cycle_image,Wide Cycle Image 2, Wide Cycle Image 2,,Wide Cycle Image 2
ggs_wide3_cycle_image,Wide Cycle Image 3, Wide Cycle Image 3,,Wide Cycle Image 3
ggs_wide4_cycle_image,Wide Cycle Image 4, Wide Cycle Image 4,,Wide Cycle Image 4
ggs_wide5_cycle_image,Wide Cycle Image 5, Wide Cycle Image 5,,Wide Cycle Image 5
ggs_wide6_cycle_image,Wide Cycle Image 6, Wide Cycle Image 6,,Wide Cycle Image 6
ggs_wide7_cycle_image,Wide Cycle Image 7, Wide Cycle Image 7,,Wide Cycle Image 7
ggs_wide8_cycle_image,Wide Cycle Image 8, Wide Cycle Image 8,,Wide Cycle Image 8
ggs_wide9_cycle_image,Wide Cycle Image 9, Wide Cycle Image 9,,Wide Cycle Image 9
Import,Import,Import,,Import
Convert,Convert,Convert,,Convert
movedegreerange_description,Degree range for keyboard window search,Degree range for keyboard window search,,Description for degree range of moving a window
resetzoomonmoving_description,Whether we should reset back to 1:1 when moving between windows using the keyboard shortcuts,Whether we should reset back to 1:1 when moving between windows using the keyboard shortcuts,,Description for reset zoom
background_image,Background Image,Imagen de fondo,,Background Image
workspacebackground_skin_description,Select the IDE skin to use,Seleciona el color del IDE,,Label to use to prompt the user to pick a new skin for the IDE
workspacebackgroundfit_description,Image Scaling,Escalado de imagen,,Description for workspace background fit
showworkspacebackground_description,Should a background image be shown on workspaces,Mostrar una imagen de fondo en los espacios de trabajo,,Description for showing workspace background
adddefaultlayers_description,Add default layers when creating a new room?,Añadir una capa predeterminada al crear una nueva habitación,,Description for adding default layers
defaultbackgroundroomcolour_description,The colour for the default background layer added to new rooms,El color del fondo predeterminado añadido a nuevas habitaciones,,Description for the default colour for a room background layer
roomdefaultwidth,The default width of a new room,El ancho predeterminado de una nueva habitación,,Default width of a room
roomdefaultheight,The default height of a new room,La altura predeterminada de una nueva habitación,,Default height of a room
roomdefaultspeed,The default speed of a new room in frames per second (FPS),La velocidad predeterminada de una nueva habitación en fotogramas por segundo (FPS),,Default speed of a room
exitconfirmation,Default for Exit Confirmation,Confirmación de salida predeterminada,,Exit Confirmation Setting
showcompilewindow,Show the compile window during compilation.,Mostrar la ventana de compilación durante la compilación.,,Show compile window setting
showsyntaxwindow,Automatically pop up Syntax Errors when an error occurs.,Mostrar automáticamente errores de sintaxis cuando ocurra un error.,,Automatically pop up Syntax Errors when an error occurs setting
showcommandsincompilewindow,Show all compiler commands in the compile window during compilation.,Mostrar todos los comandos de compilación en la ventana de compilación durante la compilación.,,Show Commands in the Compile Window setting
showverbosecompilercommands,Show all verbose compiler commands.,Mostrar el detalle de todos los comandos del compilador.,,Show Verbose Compiler commands setting
temp_location,Temp location,Ubicación del Temp,,Temp location setting
autodeletetempfolder,Auto delete temp folder,Eliminar carpeta temporal automáticamente,,Auto delete of temp folder setting
deletetempfolder,Delete temp folder,Eliminar carpeta temporal,,Delete the temp folder setting
restoredefaults,Restore defaults,Restablecer,,Restore default settings
assetcachelocation,Asset cache location,Ubicación del caché de recursos,,Location of Asset Cache setting
myprojectslocation,'My Projects' location,Ubicación de 'Mis Proyectos',,My Projects location setting
autoreloadchangedfiles,Automatically reload changed files,Actualizar automáticamente los archivos modificados,,Automatically reload changed files setting
deleteassetcache,Delete asset cache,Eliminar la caché de recursos,,Delete the asset cache now
deleteassetcacheonquit,Delete asset cache on quit,Eliminar la caché de recursos al finalizar,,Delete the asset cache on quit setting
deletetemponquit,Delete temp folder on quit,Eliminar la carpeta temp al finalizar,,Delete the temp folder on quit setting
opennewresources,Always immediately open newly created resources,Siempre abrir inmediatamente para nuevos recursos,,Open new resources setting
alwaysopendroppedresources,Always open new resources created by dropping files into the IDE,Siempre abrir nuevos recursos en el IDE,,Setting to stop the IDE from opening new resources via drag/drop
externalswfeditor,SWF files,Archivos SWF,,Path to external swf editor
externalspineeditor,Spine files,Archivos Spine,,Path to external spine editor
androidsdkpath,Path to Android SDK,Ruta del Android SDK,,Path to Android SDK
clearfontcache,Clear font cache,Borrar caché de fuentes,,Clear the font cache setting
openscriptsfullscreen,Open scripts in a full screen editor,Open scripts in a full screen editor,,Open scripts in a full screen editor setting
openshadersfullscreen,Open shaders in a full screen editor,Open shaders in a full screen editor,,Open shaders in a full screen editor setting
openobjecteventsfullscreen,Open object events in a full screen editor,Open object events in a full screen editor,,pref full screen object events
openeventtabsinsamewindow,Open event scripts as tabs in same window,Open event scripts as tabs in same window,,Open the event tabs in the same window
openscripttabsinsamewindow,Open linked scripts as tabs in same window,Open linked scripts as tabs in same window,,Open script tabs in the same window
focuspantexteditor,Pan text editor into view on focus,Pan text editor into view on focus,,auto pan text editor on focus
texteditor_defaultwidth,Default code window width,Default code window width,,default code window width
texteditor_defaultheight,Default code window height,Default code window height,,default code window height
texteditor_minwidth,Minimum code window width,Minimum code window width,,min code window width
texteditor_minheight,Minimum code window height,Minimum code window height,,min code window height
webserverport,The port number to use for the help web server,The port number to use for the help web server,,The port number to use for the help web server setting
externalbrowserforhelp,Use an external browser for help,Use an external browser for help,,Use an external browser for help setting
imageeditor_buttonchoiceonframedelete,Default for deleting frames,Default for deleting frames,,Automatic button choice on frame deletion setting
imageeditor_choicefortoolchanges,Default for committing changes on tool change,Default for committing changes on tool change,,Choice for tool changes setting
imageeditor_layerlockeddisplay,Dismiss layer is locked warning,Dismiss layer is locked warning,,Layer locked display setting
imageeditor_groupselecteddialog,Dismiss group selected warning,Dismiss group selected warning,,Group selected dialog setting
imageeditor_createFromStripConfirm,Default for replacing images during strip import,Default for replacing images during strip import,,create from strip confirm dialog setting
imageeditor_drawthinselection,Draw thin selection outline,Draw thin selection outline,,Draw Thin selection setting
imageeditor_selectioncolour1,Selection outline colour 1,Selection outline colour 1,,Selection colour 1
imageeditor_selectioncolour2,Selection outline colour 2,Selection outline colour 2,,Selection colour 2
imageeditor_backgroundcolour,Background colour in editor,Background colour in editor,,Background colour in image editor
imageeditor_transparentbackgroundstyle,Transparent background style,Transparent background style,,Transparent background style in image editor
imageeditor_transparentcolour1,Transparent background colour 1,Transparent background colour 1,,Transparent background colour 1 in image editor
imageeditor_transparentcolour2,Transparent background colour 2 (block pattern style),Transparent background colour 2 (block pattern style),,Transparent background colour 2 in image editor
imageeditor_transparentblocksize,Transparent background block size (block pattern style),Transparent background block size (block pattern style),,Transparent block size in image editor
imageeditor_gridsettings,Grid Settings,Configuración de cuadrícula,,grid settings pref
imageeditor_defaultloopmode,Default loop mode,Default loop mode,,image editor setting Default playback loop mode
gridsettings_displaygrid,Display Grid,Mostrar cuadrícula,,GridSettings.DisplayGrid pref
gridsettings_snaptogrid,Snap to Grid,Ajustar a cuadrícula,,GridSettings.SnapToGrid pref
gridsettings_xspacing,Horizontal pixel spacing,Horizontal pixel spacing,,GridSettings.XSpacing pref
gridsettings_yspacing,Vertical pixel spacing,Vertical pixel spacing,,GridSettings.YSpacing pref
gridsettings_colour,Line Colour,Line Colour,,GridSettings.Colour pref
arctool_colourofknots,Colour of Knots,Colour of Knots,,Colour of Knots in Arc Tool
arctool_colourofcontrolpoints,Colour of Control Points,Colour of Control Points,,Colour of Control Points in Arc Tool
arctool_colourofcontrollines,Colour of Control Lines,Colour of Control Lines,,Colour of Control Lines in Arc Tool
arctool_colourofselectedpoints,Colour of Selected Points,Colour of Selected Points,,Colour of Selected Points in Arc Tool
arctool_sizeofpoints,Size of Points,Size of Points,,Size of Points in Arc Tool
objecteditor_buttonchoiceondeletion,Default for deleting event,Default for deleting event,,Automatic button choice on event deletion in Object Editor
patheditor_linecolour,The colour applied to the path,The colour applied to the path,,Line Colour in Path Editor
patheditor_lineerrorcolour,The colour applied to an invalid path,The colour applied to an invalid path,,Line Error Colour in Path Editor
patheditor_anchorerrorcolour,The colour applied to an invalid anchor,The colour applied to an invalid anchor,,anchor Error Colour in Path Editor
patheditor_linehighlight,The colour applied to highlighted path segments,The colour applied to highlighted path segments,,Line Highlight in Path Editor
patheditor_anchorcolour,The colour applied to anchor points,The colour applied to anchor points,,Anchor colour in Path Editor
patheditor_anchorhighlight,The colour applied to highlighted anchor points,The colour applied to highlighted anchor points,,Anchor highlight colour in Path Editor
patheditor_anchorerrorhighlight,The colour applied to invalid highlighted anchor points,The colour applied to invalid highlighted anchor points,,Anchor error highlight colour in Path Editor
patheditor_anchoractive,The colour applied to active anchor points,The colour applied to active anchor points,,Active Anchor colour in Path Editor
patheditor_anchorerroractive,The colour applied to active invalid anchor points,The colour applied to active invalid anchor points,,error Active Anchor colour in Path Editor
patheditor_insertionprecision,The precision (in pixels) needed to insert a point on a path segment,The precision (in pixels) needed to insert a point on a path segment,,Insertion Precision in Path Editor
patheditor_rotatesensitivity,The path rotation sensitivity,The path rotation sensitivity,,Rotation sensitivity in Path Editor
patheditor_scalesensitivity,The path scale sensitivity,The path scale sensitivity,,Scale Sensitivity in Path Editor
patheditor_anchorwidth,The width of the anchor points,The width of the anchor points,,Anchor width in Path Editor
patheditor_anchorheight,The height of the anchor points,The height of the anchor points,,Anchor Height in Path Editor
patheditor_maskoverlay,Enable mask overlay for point insertion,Enable mask overlay for point insertion,,Mask Overlay in Path Editor
patheditor_maskcolour,The colour applied to the mask overlay,The colour applied to the mask overlay,,Mask colour in Path editor
resourcetree_automaticdeletion,Default for resource deletion,Default for resource deletion,,Automatic deletion on resource tree
resourcetree_automaticopenall,Default for opening multiple resources,Default for opening multiple resources,,Automatic button choice on opening multiple resources
resourcetree_maxresourcesbeforewarning,Maximum number of resources to open simultaneously before warning,Maximum number of resources to open simultaneously before warning,,Max resources to open before showing a warning
roomeditor_automaticparentitemdeletion,Default for parent room item deletion,Default for parent room item deletion,,Automatic parent item deletion in room editor
roomeditor_automaticparentlayerdeletion,Default for parent room layer deletion,Default for parent room layer deletion,,Automatic parent layer deletion in room editor
roomeditor_automaticitemdeletion,Default for room item deletion,Default for room item deletion,,Automatic item deletion in room editor
roomeditor_automaticlayerdeltion,Default for room layer deletion,Default for room layer deletion,,Automatic layer deletion in room editor
roomeditor_automaticacceptitemdrag,Dismiss invalid resource dragged into room error,Dismiss invalid resource dragged into room error,,Automatic drag acceptance on invalid items in room editor
roomeditor_automaticacceptlayerdrag,Dismiss dragging resources with multiple or no selected layers error,Dismiss dragging resources with multiple or no selected layers error,,Automatic layer drag acceptance in room editor
roomeditor_automaticacceptlockedinvisiblelayerdrag,Dismiss dragging resources into a locked or invisible layer error,Dismiss dragging resources into a locked or invisible layer error,,Automatic layer drag acceptance for locked or invisible layer in room editor
roomeditor_linkcolour,The link colour for floating chains in the room editor,The link colour for floating chains in the room editor,,Link Colour in Room Editor
roomeditor_chainalphafalloff,The distance in pixels that the chain alpha begins to fade out,The distance in pixels that the chain alpha begins to fade out,,Alpha Fall Off of chain in Room Editor
roomeditor_chainalphadistance,The distance in pixels that the chain alpha stops fading out,The distance in pixels that the chain alpha stops fading out,,Distance of chain alpha fall off in Room Editor
roomeditor_minfalloffalpha,The chain link alpha at the the falloff stop distance,The chain link alpha at the the falloff stop distance,,Minimum Alpha fall off in Room Editor
roomeditor_multiselectcolour,The highight colour for the current shift multi select area,The highight colour for the current shift multi select area,,Colour of the multi select area in Room Editor
